L_cell,rho,mean_delay_ms_mean,mean_delay_ms_std,p90_delay_ms_mean,p90_delay_ms_std,p99_delay_ms_mean,p99_delay_ms_std,std_delay_ms_mean,std_delay_ms_std,collision_rate_mean,collision_rate_std,success_rate_mean,success_rate_std,implicit_bsr_ratio_mean,implicit_bsr_ratio_std,buffer_empty_ratio_mean,buffer_empty_ratio_std,throughput_mbps_mean,throughput_mbps_std,channel_utilization_mean,channel_utilization_std,completion_rate_mean,completion_rate_std,jain_index_mean,jain_index_std,mean_uora_delay_ms_mean,mean_uora_delay_ms_std,mean_sched_delay_ms_mean,mean_sched_delay_ms_std,mean_frag_delay_ms_mean,mean_frag_delay_ms_std,mean_overhead_delay_ms_mean,mean_overhead_delay_ms_std,explicit_bsr_count_mean,explicit_bsr_count_std,implicit_bsr_count_mean,implicit_bsr_count_std,total_bsr_count_mean,total_bsr_count_std
0.5,0.7,119.386192644808,3.97628078390723,274.801613934904,9.73756420344036,533.836106830102,33.1048635719024,116.326122511342,5.38292340616047,0.262110203454137,0.00608473270848672,0.288118567050746,0.00952602059288103,0.923738948443079,0.00360476651124186,0.135757017716798,0.0206848041985263,26.3576443549067,0.744536065602538,0.493958852228386,0.0139530746927012,0.989450516709764,0.00442602646490616,0.988026366370059,0.0101301630802122,113.78291495469,4.53718287828034,0.28000000000005,3.11623032505181e-14,0,0,0.0159999999999264,1.30251286800522e-14,1358.4,35.9450197446662,16471.2,465.269288811449,17829.6,440.190413344044
0.5,0.9,133.884596018385,5.54403061898451,308.894127148619,15.5758504122912,615.371467567416,56.0165994221914,132.391909461767,9.87473434002632,0.288627215730292,0.00478553581368887,0.282899130712557,0.00658692987737108,0.925752435148518,0.00171274731218003,0.0844393832581968,0.00676479192070412,26.2589104037254,0.416871955938956,0.492108515811945,0.00781244295237925,0.987136623363227,0.00274415113889872,0.996935867843569,0.00142147271452885,125.516437624773,2.19630737424066,0.280000000000049,1.93450676334129e-14,0,0,0.0159999999999248,7.8245002437473e-15,1315.8,23.2034480196371,16409.5,260.508157261918,17725.3,258.781353441257
0.6,0.3,71.5621542152926,5.89934868831009,165.611192609411,15.9123857370967,328.359170008618,39.3872880604924,70.4697729183933,7.55400076725837,0.102235382117186,0.0107793901680913,0.218140995179319,0.0156271730525641,0.941618407314654,0.00663053084789105,0.426088389661336,0.0508430881040478,31.375313355298,2.52480543545748,0.587993128847414,0.0473164436929813,0.991512526480716,0.00494173582743826,0.928228100113679,0.033766093483928,65.182888532145,3.79080833867631,0.280000000000033,3.41051716959348e-14,0,0,0.01599999999992,1.0271248334326e-14,1206.7,66.1850100517901,19606.8,1577.78042409794,20813.5,1540.88706414339
0.6,0.5,100.728380781657,4.50883430510041,230.383980085289,10.7405755708532,465.585572140529,45.0956544054333,101.336724629674,11.786678106743,0.189084324339113,0.0161138836062303,0.249306417788465,0.0197094663803023,0.940344922797344,0.00530372497417579,0.208795483749978,0.0275866382183923,32.0296458129648,1.58448228272251,0.600255731127527,0.0296941957031954,0.989512516099809,0.00408348897080965,0.969696683194469,0.0151753968367925,95.9632844847717,2.7244142861583,0.280000000000057,2.85883207313452e-14,0,0,0.0159999999999293,1.01336458013748e-14,1265.5,71.6786811634626,20015.7,990.161496367582,21281.2,939.742494279979
0.6,0.7,115.090642193776,4.45544804126603,264.270742054565,10.9415134612595,535.583905816761,35.9226295075983,114.294380357454,6.323513865943,0.226412209612717,0.012498384613141,0.254656613101367,0.0154133317203227,0.94019026586172,0.0036627019433931,0.112321578565531,0.0189065674026464,31.6300693525114,0.749530909603746,0.592767416651263,0.014046681214463,0.988017198754105,0.00496852758060812,0.990351659267814,0.00721624298669958,111.166356596287,3.81444267537816,0.280000000000059,4.61715833400146e-14,0,0,0.0159999999999339,1.45913583878715e-14,1256.1,55.7881907057598,19766,468.390625202702,21022.1,425.013842911812
0.6,0.9,122.614809097272,5.8181953087883,282.401839814918,14.4900408347768,564.560064575044,39.8936359564911,120.86062914955,6.97703862772021,0.253840913907029,0.00953472749391558,0.265007602534569,0.0085512690759853,0.938904631635539,0.00196236582690592,0.0687434623843263,0.00626541669634827,31.3698725865133,0.474799789092935,0.587891165414417,0.00889804702198155,0.987816195122781,0.00410885846355481,0.997199028612916,0.00123673776030305,119.615360208325,4.0930065066189,0.28000000000005,4.04684668557409e-14,0,0,0.0159999999999326,9.22574625100073e-15,1275.3,34.1859295292344,19603.4,296.707937204248,20878.7,289.565977897189
0.7,0.3,73.2306725736832,13.0627077824941,164.576255423556,34.3084293623591,318.894293062043,54.5345246119401,69.4052557406406,13.0457522362924,0.0694976803284007,0.0186670558786156,0.172212435423724,0.0332181678841184,0.958557926719411,0.00906741969099112,0.37981793332632,0.0684177645495776,37.8536687517721,3.11742345034273,0.709401588301577,0.0584224784546988,0.994969478201719,0.00294774888551928,0.927553602235257,0.049834425701329,58.0777023703156,5.25855790304166,0.280000000000093,1.36467516483966e-13,0,0,0.0159999999999478,5.14773883077118e-14,1008,159.659359610112,23655.2,1948.11434754511,24663.2,1804.31376921471
0.7,0.5,90.1844960246762,4.05972452724129,204.411330057155,7.7670880942884,393.193574674814,25.5180638136643,85.4303530113931,4.51692817042486,0.139321019088768,0.00627704060008394,0.210016813408755,0.0150333946676848,0.95153536964223,0.00432194237291365,0.214290737078968,0.0385030291713951,35.8236219046308,1.55274223882961,0.671357232095779,0.0290993672944079,0.990684870791618,0.00260404905248992,0.963237895445216,0.0219402019566038,86.0535700329586,3.07634208005226,0.280000000000058,6.92511518505836e-14,0,0,0.0159999999999284,1.95135436004747e-14,1136.9,64.3263381343737,22386.6,970.326771992015,23523.5,926.61885368257
0.7,0.7,102.286355335406,3.65143527389525,233.453542442385,11.0702278150921,449.884820178547,23.5175360913268,96.840308714263,4.56363485102599,0.16188161711782,0.0200212973161518,0.205287904565907,0.019657405138609,0.954213500512463,0.00361855955025983,0.106154417839742,0.0144731682904026,36.5763682682563,0.736546067399513,0.685464172943333,0.0138033370951933,0.991216306844912,0.00214815915959358,0.986076577536178,0.00863559395502571,100.266948008979,3.2778142126635,0.28000000000002,4.95268086888502e-14,0,0,0.0159999999999094,1.6310937193938e-14,1095.8,74.4368487003879,22857,460.276245555017,23952.8,417.021928546796
0.7,0.9,108.356675242109,5.50717175388201,244.457146775748,13.017739052859,485.158478031194,55.9516494674361,103.274366279284,8.6220388668847,0.172264482803976,0.0143007240174544,0.199612175351934,0.0193739773526337,0.955595211856907,0.00373769454373287,0.0555468144616964,0.0145033269683877,36.6042122026251,0.666882145254652,0.685985985806317,0.0124977913278608,0.988679586532534,0.00283148784533081,0.995390043596382,0.00566557577183256,109.040328617093,3.37639001378405,0.280000000000051,6.61701434538678e-14,0,0,0.0159999999999302,2.3063782929938e-14,1062,77.746025264604,22874.4,416.742446442244,23936.4,364.2127583341
